Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
7f619028-4fb7-4694-812a,1/4/2024,6:44 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,1/4/2024,8:00 AM,10:15 AM,No Delay,Cancelled,Weather,No
9e53e14b-111d-4278-9634,1/4/2024,3:14 PM,Online,Contactless,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/4/2024,4:30 PM,5:00 PM,No Delay,Cancelled,Weather Conditions,No
b74b4ef8-03ed-4810-a651,1/4/2024,4:01 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/4/2024,5:45 PM,6:15 PM,7:09 PM,Delayed,Weather Conditions,No
5fb59a28-a020-4407-8d1c,1/4/2024,4:03 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/4/2024,5:45 PM,6:15 PM,7:09 PM,Delayed,Weather Conditions,No
acce0dec-8719-4184-a1d6,1/4/2024,4:03 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/4/2024,5:45 PM,6:15 PM,7:09 PM,Delayed,Weather Conditions,No
f49e4734-5462-4c4c-aaf2,1/4/2024,4:04 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/4/2024,5:45 PM,6:15 PM,7:09 PM,Delayed,Weather Conditions,No
0ca5fce2-fdc2-4cfb-ab14,1/4/2024,4:06 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/4/2024,5:45 PM,6:15 PM,7:09 PM,Delayed,Weather Conditions,No
f5aac012-0c55-4db6-b96b,1/5/2024,12:05 AM,Online,Contactless,Disabled,Standard,Off-Peak,?3.00,Liverpool Lime Street,Manchester Piccadilly,1/5/2024,1:30 AM,2:00 AM,No Delay,Cancelled,Weather,Yes
9c0e6771-e646-41dd-9e3c,1/5/2024,12:13 AM,Online,Contactless,Disabled,Standard,Off-Peak,?3.00,Liverpool Lime Street,Manchester Piccadilly,1/5/2024,1:30 AM,2:00 AM,No Delay,Cancelled,Weather,No
c97ea326-6a04-441c-9eb2,1/5/2024,9:32 AM,Station,Credit Card,None,First Class,Advance,?134.00,Manchester Piccadilly,London Euston,1/6/2024,8:00 AM,9:50 AM,10:30 AM,Delayed,Weather,No
9e6e6878-ad6f-4293-abd3,1/6/2024,9:32 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/7/2024,8:00 AM,10:15 AM,11:11 AM,Delayed,Weather,No
cfc64677-5349-4602-ad34,1/6/2024,9:34 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/7/2024,8:00 AM,10:15 AM,11:11 AM,Delayed,Weather,No
2c439aba-f953-4e91-ae89,1/6/2024,9:38 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/7/2024,8:00 AM,10:15 AM,11:11 AM,Delayed,Weather,No
72fa81a6-e0b4-411e-8971,1/6/2024,9:40 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/7/2024,8:00 AM,10:15 AM,11:11 AM,Delayed,Weather,No
8e7b841c-9130-41cd-818d,1/6/2024,2:40 PM,Online,Contactless,None,Standard,Off-Peak,?4.00,Manchester Piccadilly,Liverpool Lime Street,1/6/2024,4:00 PM,4:30 PM,No Delay,Cancelled,Weather Conditions,No
ce6e7238-4272-4db2-b57b,1/6/2024,6:51 PM,Online,Contactless,Disabled,Standard,Advance,?8.00,London Paddington,Reading,1/7/2024,5:15 PM,6:15 PM,No Delay,Cancelled,Weather Conditions,No
f6cd33a8-3e3f-4dc4-b56b,1/7/2024,2:14 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,1/7/2024,3:30 AM,5:20 AM,6:08 AM,Delayed,Weather Conditions,No
28a5eb6b-3b60-41b7-994e,1/7/2024,6:30 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/7/2024,8:00 AM,10:15 AM,11:11 AM,Delayed,Weather,No
4d6eb230-9bc6-4824-a31c,1/7/2024,6:31 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/7/2024,8:00 AM,10:15 AM,11:11 AM,Delayed,Weather,No
d606464d-6580-4d08-a99e,1/7/2024,6:41 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/7/2024,8:00 AM,10:15 AM,11:11 AM,Delayed,Weather,No
b28158eb-0150-445b-abf2,1/7/2024,9:33 AM,Station,Credit Card,None,Standard,Advance,?21.00,Birmingham New Street,London Euston,1/8/2024,8:00 AM,9:20 AM,9:51 AM,Delayed,Weather,No
8fe6a61a-335f-43b4-ba7f,1/7/2024,3:59 PM,Online,Contactless,Disabled,Standard,Off-Peak,?13.00,London Paddington,Reading,1/7/2024,5:15 PM,6:15 PM,No Delay,Cancelled,Weather Conditions,No
1b1a35f6-0c31-4c60-bb2a,1/8/2024,2:02 AM,Online,Credit Card,None,Standard,Advance,?3.00,Liverpool Lime Street,Manchester Piccadilly,1/9/2024,12:30 AM,1:00 AM,No Delay,Cancelled,Weather Conditions,No
2af14259-9a9b-4253-a467,1/8/2024,2:12 AM,Station,Credit Card,None,Standard,Off-Peak,?11.00,York,Durham,1/8/2024,3:30 AM,4:20 AM,5:12 AM,Delayed,Weather Conditions,No
f747f0d9-2bca-43b9-ada9,1/8/2024,2:14 AM,Station,Credit Card,None,Standard,Advance,?3.00,Liverpool Lime Street,Manchester Piccadilly,1/9/2024,12:30 AM,1:00 AM,No Delay,Cancelled,Weather Conditions,Yes
d1e2f26d-5b6a-49e5-9453,1/8/2024,6:36 AM,Station,Credit Card,None,Standard,Anytime,?168.00,Manchester Piccadilly,London Euston,1/8/2024,8:00 AM,9:50 AM,10:30 AM,Delayed,Weather,No
ad2c04da-e022-4459-976f,1/8/2024,6:57 AM,Online,Contactless,None,Standard,Advance,?7.00,London Euston,Birmingham New Street,1/9/2024,5:15 AM,6:35 AM,No Delay,Cancelled,Weather Conditions,Yes
bff283a2-7b09-4926-ad08,1/9/2024,2:03 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,1/9/2024,3:30 AM,5:20 AM,5:35 AM,Delayed,Weather Conditions,No
05193f47-2107-4bb8-8adb,1/9/2024,6:33 AM,Station,Credit Card,None,First Class,Anytime,?267.00,Manchester Piccadilly,London Euston,1/9/2024,8:00 AM,9:50 AM,10:29 AM,Delayed,Weather,No
13e6c7b8-7291-40eb-b99c,1/9/2024,9:38 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,1/10/2024,8:00 AM,9:50 AM,10:24 AM,Delayed,Weather,No
75179f4e-4863-4167-9f22,1/9/2024,7:37 PM,Station,Credit Card,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,1/10/2024,5:45 PM,6:15 PM,7:17 PM,Delayed,Weather,No
3e29e630-a296-453b-8d2d,1/10/2024,3:43 AM,Online,Credit Card,None,Standard,Advance,?12.00,Manchester Piccadilly,Nottingham,1/11/2024,2:00 AM,3:00 AM,No Delay,Cancelled,Weather Conditions,No
92cbe040-fc09-4cca-a043,1/10/2024,7:54 AM,Online,Debit Card,Adult,Standard,Off-Peak,?3.00,Manchester Piccadilly,Liverpool Lime Street,1/10/2024,9:15 AM,9:45 AM,9:50 AM,Delayed,Weather,No
fa1f263a-b318-40c6-9993,1/10/2024,9:30 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
f226d618-95c0-4f69-9b31,1/10/2024,9:32 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
0f150b7f-417f-43ec-8ed9,1/10/2024,9:36 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
eef65df9-295d-488f-80ef,1/10/2024,9:36 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
6efd21f1-45d6-4f73-a8da,1/10/2024,9:41 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
95363152-99e0-43d8-ad97,1/10/2024,9:44 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
bc4b6f52-eda3-4f35-b1ba,1/10/2024,4:01 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/10/2024,5:45 PM,6:15 PM,7:17 PM,Delayed,Weather,No
ae6d2a0c-b0aa-43ad-98d9,1/10/2024,4:04 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/10/2024,5:45 PM,6:15 PM,7:17 PM,Delayed,Weather,No
d3fc8285-f6f1-4ae1-b267,1/10/2024,4:08 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/10/2024,5:45 PM,6:15 PM,7:17 PM,Delayed,Weather,No
27091021-24ad-4ed5-99ec,1/10/2024,4:10 PM,Station,Credit Card,None,First Class,Anytime,?19.00,Manchester Piccadilly,Liverpool Lime Street,1/10/2024,5:45 PM,6:15 PM,7:17 PM,Delayed,Weather,No
98c0af70-fc1d-41e1-a5b4,1/10/2024,4:13 PM,Station,Credit Card,None,Standard,Anytime,?5.00,Manchester Piccadilly,Liverpool Lime Street,1/10/2024,5:45 PM,6:15 PM,7:17 PM,Delayed,Weather,No
3f96dd4f-0763-4250-8cef,1/11/2024,12:38 AM,Online,Credit Card,None,Standard,Off-Peak,?17.00,Manchester Piccadilly,Nottingham,1/11/2024,2:00 AM,3:00 AM,No Delay,Cancelled,Weather Conditions,Yes
40c20648-35c5-4cfd-8daa,1/11/2024,12:43 AM,Online,Credit Card,None,Standard,Off-Peak,?17.00,Manchester Piccadilly,Nottingham,1/11/2024,2:00 AM,3:00 AM,No Delay,Cancelled,Weather Conditions,No
05507193-3adf-47c3-9fa2,1/11/2024,2:01 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,1/11/2024,3:30 AM,5:20 AM,5:57 AM,Delayed,Weather Conditions,No
bd79533f-a03a-40d0-b7ff,1/11/2024,2:03 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,1/11/2024,3:30 AM,5:20 AM,5:57 AM,Delayed,Weather Conditions,No
01c1c824-ec37-4143-809e,1/11/2024,6:30 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
dc38ca69-3b3f-4a82-8cfe,1/11/2024,6:31 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
adf8d738-c0b4-4267-8549,1/11/2024,6:40 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
754e9327-96c0-4c69-8a57,1/11/2024,6:41 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
56cba419-318a-452e-8d6d,1/11/2024,6:42 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,1/11/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
6ccc47fb-1b4b-43a2-b1c4,1/11/2024,8:07 PM,Station,Contactless,None,Standard,Advance,?7.00,London Euston,Birmingham New Street,1/12/2024,6:30 PM,7:50 PM,No Delay,Cancelled,Weather Conditions,No
404e63af-cd33-4cc5-b24f,1/12/2024,4:57 AM,Online,Credit Card,Senior,Standard,Anytime,?3.00,Manchester Piccadilly,Liverpool Lime Street,1/12/2024,6:15 AM,6:45 AM,No Delay,Cancelled,Weather,Yes
7cd2b8bf-2693-4c73-a6d8,1/12/2024,8:09 AM,Online,Contactless,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,1/13/2024,6:30 AM,7:00 AM,No Delay,Cancelled,Weather Conditions,Yes
8c83fdae-156e-4c52-90e2,1/12/2024,8:13 AM,Station,Credit Card,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,1/13/2024,6:30 AM,7:00 AM,No Delay,Cancelled,Weather Conditions,No
8e35f8ce-e83a-4b76-80d4,1/12/2024,9:39 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/13/2024,8:00 AM,10:15 AM,11:10 AM,Delayed,Weather,No
a16389f8-e263-4d9a-956a,1/12/2024,9:40 AM,Station,Credit Card,None,Standard,Advance,?21.00,Birmingham New Street,London Euston,1/13/2024,8:00 AM,9:20 AM,10:14 AM,Delayed,Weather,No
50ace5c2-78ca-4589-8f3d,1/12/2024,9:41 AM,Station,Credit Card,None,First Class,Advance,?118.00,Liverpool Lime Street,London Euston,1/13/2024,8:00 AM,10:15 AM,11:10 AM,Delayed,Weather,No
914b16b4-3218-4e8c-9f8d,1/12/2024,9:44 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,1/13/2024,8:00 AM,9:50 AM,10:07 AM,Delayed,Weather,No
53a6cdd3-d259-4cf0-acf2,1/12/2024,2:54 PM,Station,Credit Card,None,Standard,Advance,?35.00,London Kings Cross,York,1/13/2024,1:15 PM,3:05 PM,No Delay,Cancelled,Weather Conditions,Yes
76030564-cda0-45ab-8777,1/13/2024,2:07 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,1/13/2024,3:30 AM,5:20 AM,5:36 AM,Delayed,Weather Conditions,No
04e25738-d39f-4e4d-9b2d,1/13/2024,6:34 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/13/2024,8:00 AM,10:15 AM,11:10 AM,Delayed,Weather,No
1a8a38a5-5692-485e-ab07,1/13/2024,6:34 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/13/2024,8:00 AM,10:15 AM,11:10 AM,Delayed,Weather,No
36f7903b-34c0-477c-b38e,1/13/2024,6:36 AM,Station,Credit Card,None,Standard,Off-Peak,?31.00,Birmingham New Street,London Euston,1/13/2024,8:00 AM,9:20 AM,10:14 AM,Delayed,Weather,No
b137c43c-8751-4901-a3ca,1/13/2024,6:40 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/13/2024,8:00 AM,10:15 AM,11:10 AM,Delayed,Weather,No
ff4a8b92-999c-462e-8960,1/13/2024,9:34 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/14/2024,8:00 AM,10:15 AM,11:04 AM,Delayed,Weather,No
c22dbe75-cf93-481d-b99f,1/13/2024,9:37 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,1/14/2024,8:00 AM,9:50 AM,10:14 AM,Delayed,Weather,No
6d2b374e-a5bd-4cd3-9713,1/13/2024,9:38 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,1/14/2024,8:00 AM,10:15 AM,11:04 AM,Delayed,Weather,No
fd4f0a27-f3b1-4f5f-a1de,1/13/2024,8:31 PM,Station,Credit Card,None,Standard,Advance,?35.00,London Kings Cross,York,2/2/2024,5:45 PM,7:35 PM,No Delay,Cancelled,Weather Conditions,No
2ade3439-dc32-40cc-ac0d,1/14/2024,4:44 AM,Online,Contactless,None,Standard,Off-Peak,?4.00,Manchester Piccadilly,Liverpool Lime Street,1/14/2024,6:00 AM,6:30 AM,No Delay,Cancelled,Weather,Yes
fc53b63d-7442-4955-a44e,1/14/2024,6:33 AM,Station,Credit Card,None,Standard,Off-Peak,?31.00,Birmingham New Street,London Euston,1/14/2024,8:00 AM,9:20 AM,9:56 AM,Delayed,Weather,No
8fc204ef-97f9-4ec2-ac86,1/14/2024,6:35 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/14/2024,8:00 AM,10:15 AM,11:04 AM,Delayed,Weather,No
83800888-9ac7-4890-8100,1/14/2024,6:35 AM,Station,Credit Card,None,First Class,Off-Peak,?176.00,Liverpool Lime Street,London Euston,1/14/2024,8:00 AM,10:15 AM,11:04 AM,Delayed,Weather,No
4a9dfd5d-ea7d-4b91-8a8f,1/14/2024,6:38 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/14/2024,8:00 AM,10:15 AM,11:04 AM,Delayed,Weather,No
026947ad-befe-451e-a7ea,1/14/2024,6:44 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,1/14/2024,8:00 AM,10:15 AM,11:04 AM,Delayed,Weather,No
07edf782-3e59-4a52-90de,1/14/2024,8:28 AM,Online,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,1/15/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Weather Conditions,No
98fb1d20-e28d-472e-aa7c,1/14/2024,5:31 PM,Station,Debit Card,Disabled,Standard,Advance,?4.00,London Euston,Birmingham New Street,1/15/2024,4:00 PM,5:20 PM,6:52 PM,Delayed,Weather,No
84830a1a-f99b-4ac5-9f05,1/14/2024,5:33 PM,Station,Credit Card,Adult,Standard,Advance,?4.00,London Euston,Birmingham New Street,1/15/2024,4:00 PM,5:20 PM,6:52 PM,Delayed,Weather,No
fc115963-8170-4f03-b7c8,1/14/2024,5:34 PM,Station,Credit Card,Adult,Standard,Advance,?4.00,London Euston,Birmingham New Street,1/15/2024,4:00 PM,5:20 PM,6:52 PM,Delayed,Weather,No
fd8ad432-f12e-4723-9c9d,1/14/2024,5:37 PM,Station,Credit Card,Adult,Standard,Advance,?4.00,London Euston,Birmingham New Street,1/15/2024,4:00 PM,5:20 PM,6:52 PM,Delayed,Weather,No
7a0950ee-7a54-40a7-b12a,1/14/2024,5:41 PM,Station,Credit Card,Adult,Standard,Advance,?4.00,London Euston,Birmingham New Street,1/15/2024,4:00 PM,5:20 PM,6:52 PM,Delayed,Weather,No
d36670bb-3c19-44c0-893e,1/15/2024,1:04 AM,Online,Credit Card,None,Standard,Advance,?3.00,Liverpool Lime Street,Manchester Piccadilly,1/16/2024,11:30 PM,12:00 AM,No Delay,Cancelled,Weather,No
144dfcb9-6672-4ea3-a712,1/15/2024,1:05 AM,Online,Credit Card,None,Standard,Advance,?3.00,Liverpool Lime Street,Manchester Piccadilly,1/16/2024,11:30 PM,12:00 AM,No Delay,Cancelled,Weather,Yes
bbd2b071-cd6c-41eb-997d,1/15/2024,2:07 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,1/15/2024,3:30 AM,5:20 AM,6:02 AM,Delayed,Weather Conditions,No
312e01b6-8c47-4b5b-bb39,1/15/2024,2:08 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,1/15/2024,3:30 AM,5:20 AM,6:02 AM,Delayed,Weather Conditions,No
dcb5cf21-7bea-46a9-9577,1/15/2024,6:35 AM,Station,Credit Card,None,Standard,Anytime,?168.00,Manchester Piccadilly,London Euston,1/15/2024,8:00 AM,9:50 AM,10:34 AM,Delayed,Weather,No
